log_id,camper_id,timestamp,engine_temp_c,oil_level_pct,tire_pressure_psi,battery_voltage
SNS030055,RV00743,2024-03-27 03:28:26,99.73,35.1,33.4,12.49
SNS030056,RV00025,2024-10-02 22:08:39,90.85,35.8,28.1,12.59
SNS030057,RV00030,2024-10-23 08:45:08,92.4,97.6,38.9,12.12
SNS030058,RV00268,2023-12-30 14:56:26,99.14,59.5,39.4,12.47
SNS030059,RV00312,2023-12-04 15:56:55,90.62,71.8,29.5,12.22
SNS030060,RV00465,2024-12-22 05:02:36,92.37,62.1,35.0,12.57
SNS030061,RV00921,2024-11-08 09:25:32,86.77,66.9,37.5,13.34
SNS030062,RV00505,2024-06-20 12:04:59,93.66,76.4,34.1,12.2
SNS030063,RV00066,2024-04-19 11:08:27,92.62,93.9,27.6,11.94
SNS030064,RV00887,2024-06-03 10:18:41,84.69,85.7,28.5,12.16
SNS030065,RV00770,2025-01-04 02:35:39,86.5,98.2,32.5,12.43
SNS030066,RV00326,2025-02-03 15:55:13,81.32,94.2,35.5,12.72
SNS030067,RV00106,2024-08-20 07:46:41,100.36,75.2,34.7,12.25
SNS030068,RV00758,2025-02-15 23:30:59,87.41,65.1,35.1,13.25
SNS030069,RV00929,2023-07-16 16:03:01,96.99,33.0,37.4,11.94
SNS030070,RV00375,2023-05-08 00:11:57,84.57,83.9,32.8,12.22
SNS030071,RV00997,2023-06-05 12:04:06,92.84,88.4,34.8,12.97
SNS030072,RV00398,2025-04-03 01:02:21,94.15,31.1,33.0,13.0
SNS030073,RV00804,2023-05-09 21:30:38,87.23,71.5,34.9,12.46
SNS030074,RV00565,2025-01-14 05:47:44,83.2,51.9,35.1,12.85
SNS030075,RV00117,2023-10-13 16:36:59,95.96,66.3,34.2,12.59
SNS030076,RV00710,2024-02-19 06:22:30,92.08,97.0,35.8,12.64
SNS030077,RV00473,2024-01-06 00:12:42,91.75,81.1,37.1,12.45
SNS030078,RV00603,2024-02-18 17:17:20,94.12,45.3,37.1,12.91
SNS030079,RV00109,2024-06-27 23:23:27,93.94,51.9,37.4,12.03
SNS030080,RV00419,2024-05-16 15:45:21,84.83,31.4,36.5,12.73
SNS030081,RV00948,2024-04-29 16:27:20,86.19,66.5,34.8,13.61
SNS030082,RV00321,2024-07-11 07:39:08,93.63,33.0,37.5,11.81
SNS030083,RV00740,2023-10-27 21:09:35,87.85,42.0,36.4,11.9
SNS030084,RV00859,2025-04-09 00:18:31,96.06,93.9,34.6,11.69
SNS030085,RV00662,2024-03-30 16:22:01,94.28,74.3,34.3,13.12
SNS030086,RV00526,2023-08-14 01:22:23,94.49,33.6,34.6,12.52
SNS030087,RV00184,2023-11-02 06:47:58,90.14,93.7,32.1,12.08
SNS030088,RV00190,2024-05-30 19:40:00,93.59,66.2,34.2,12.77
SNS030089,RV00427,2023-08-07 13:01:01,91.57,38.4,36.9,12.56
SNS030090,RV00881,2025-01-13 13:42:36,90.19,96.1,39.5,12.22
SNS030091,RV00666,2024-09-01 00:14:38,87.95,30.9,40.5,12.36
SNS030092,RV00367,2024-04-28 03:22:51,94.71,74.7,34.4,12.3
SNS030093,RV00050,2023-11-18 22:12:54,98.68,58.5,33.0,12.55
SNS030094,RV00188,2023-05-18 12:01:59,87.39,41.1,38.2,12.17
SNS030095,RV00490,2024-10-06 19:10:13,82.22,89.6,34.4,12.54
SNS030096,RV00360,2024-05-10 13:26:51,95.86,79.2,35.8,12.21
SNS030097,RV00633,2023-08-28 05:45:28,93.63,87.3,37.9,12.69
SNS030098,RV00469,2024-06-15 04:33:17,88.55,44.9,33.3,12.92
SNS030099,RV00359,2023-09-26 22:58:49,88.4,92.1,35.0,12.83
SNS030100,RV00416,2024-04-06 16:00:19,87.21,34.4,31.1,12.33
SNS030101,RV00515,2024-07-18 11:00:43,88.62,72.2,41.1,12.93
SNS030102,RV00561,2024-05-16 00:34:37,84.78,63.9,34.2,12.04
SNS030103,RV00661,2024-01-01 01:07:35,100.51,32.3,32.0,12.01
SNS030104,RV00957,2023-09-18 12:11:24,88.65,84.0,35.7,12.56
SNS030105,RV00865,2023-12-01 22:45:32,95.18,48.0,40.6,12.47
SNS030106,RV00917,2023-12-08 05:13:03,89.34,88.3,33.3,12.39
SNS030107,RV00155,2025-04-04 18:21:52,95.02,90.6,34.9,13.23
SNS030108,RV00034,2024-08-13 13:25:21,94.94,85.7,34.3,12.79
SNS030109,RV00868,2025-04-04 21:58:15,91.55,50.3,35.3,12.08
SNS030110,RV00889,2025-03-23 03:57:17,92.56,39.2,30.9,12.43
SNS030111,RV00335,2024-08-29 17:10:01,83.44,32.8,33.8,12.68
SNS030112,RV00310,2023-10-02 11:29:29,89.97,43.7,33.1,13.24
SNS030113,RV00752,2025-02-09 05:54:54,89.61,42.9,34.8,12.49
SNS030114,RV00894,2023-07-11 20:28:16,99.92,43.7,34.4,13.0
SNS030115,RV00785,2023-11-28 10:36:18,85.92,31.4,42.4,13.69
SNS030116,RV00035,2024-07-25 01:25:01,94.26,85.1,41.7,12.42
SNS030117,RV00941,2023-09-13 22:25:06,85.42,33.1,32.8,12.86
SNS030118,RV00160,2023-06-18 13:04:15,90.6,80.6,33.9,12.64
SNS030119,RV00579,2024-05-12 18:46:32,85.79,67.3,33.6,12.61
SNS030120,RV00309,2023-08-07 10:18:49,92.64,78.3,32.9,12.51
SNS030121,RV00714,2024-09-14 14:06:04,86.4,52.0,35.6,11.94
SNS030122,RV00355,2025-04-06 05:34:27,73.19,86.4,40.6,12.8
SNS030123,RV00630,2024-11-24 05:43:04,86.39,62.1,34.4,13.02
SNS030124,RV00645,2024-01-23 12:27:45,91.01,56.4,32.5,13.0
SNS030125,RV00405,2023-06-14 15:15:59,92.3,53.7,30.5,12.79
SNS030126,RV00814,2024-11-28 02:50:46,94.72,52.9,36.6,11.54
SNS030127,RV00041,2023-08-11 08:55:51,90.09,98.5,35.0,14.03
SNS030128,RV00672,2024-05-07 16:27:05,85.21,64.3,36.2,11.95
SNS030129,RV00121,2024-11-06 23:13:45,88.95,98.4,38.8,13.04
SNS030130,RV00944,2024-02-24 05:54:48,88.63,85.3,35.3,12.3
SNS030131,RV00512,2023-09-26 23:10:11,88.01,40.6,31.4,12.16
SNS030132,RV00283,2024-08-25 16:27:57,82.37,56.0,33.7,13.28
SNS030133,RV00047,2024-11-19 18:02:57,91.28,33.7,33.7,13.13
SNS030134,RV00386,2023-09-08 05:01:27,92.1,34.1,33.0,11.23
SNS030135,RV00277,2023-11-16 01:18:24,84.46,43.2,38.1,12.1
SNS030136,RV00634,2023-09-03 10:24:26,87.94,53.1,40.8,12.54
SNS030137,RV00537,2023-10-09 21:08:28,86.92,55.3,34.5,11.84
SNS030138,RV00630,2024-05-26 22:28:43,96.16,43.9,34.7,13.11
SNS030139,RV00290,2024-03-05 15:43:22,94.96,63.9,34.1,13.41
SNS030140,RV00425,2024-11-19 05:48:59,83.71,72.1,37.3,13.05
SNS030141,RV00723,2024-09-05 16:01:31,86.96,61.9,35.3,12.9
SNS030142,RV00610,2023-07-10 16:28:28,93.63,98.8,34.6,12.23
SNS030143,RV00012,2023-05-08 12:40:04,87.83,83.1,31.2,12.05
SNS030144,RV00582,2024-04-12 16:39:04,84.5,33.6,34.6,13.37
SNS030145,RV00744,2024-07-27 11:23:48,89.91,61.1,36.5,12.43
SNS030146,RV00698,2024-09-11 19:15:59,90.36,96.0,33.6,12.91
SNS030147,RV00528,2023-05-30 10:54:09,86.93,65.7,35.9,12.63
SNS030148,RV00699,2024-12-23 03:44:20,94.63,33.9,37.5,12.78
SNS030149,RV00302,2023-05-31 11:02:28,87.93,83.6,34.4,13.06
SNS030150,RV00683,2024-04-16 14:15:55,82.94,79.3,34.4,12.75
SNS030151,RV00135,2024-01-17 15:28:17,90.6,60.8,35.0,13.14
SNS030152,RV00439,2023-10-21 06:43:17,84.15,42.7,29.9,13.15
SNS030153,RV00578,2025-02-14 10:12:33,93.58,32.8,38.6,11.64
SNS030154,RV00361,2024-10-19 02:43:18,92.69,38.8,38.9,11.97
SNS030155,RV00250,2024-03-07 01:53:36,92.65,66.3,34.5,12.05
SNS030156,RV00393,2024-09-04 08:13:19,88.35,42.6,37.1,12.53
SNS030157,RV00912,2025-01-03 13:02:41,86.97,95.0,33.9,13.35
SNS030158,RV00793,2025-03-12 17:43:23,98.67,64.1,36.4,12.65
SNS030159,RV00280,2024-07-23 08:29:47,81.17,90.8,31.2,12.91
SNS030160,RV00485,2023-09-21 06:52:03,92.02,87.2,35.5,12.34
SNS030161,RV00765,2024-11-05 19:52:22,93.23,33.0,38.1,12.49
SNS030162,RV00254,2023-07-08 17:50:56,87.55,89.5,35.9,12.87
SNS030163,RV00798,2023-09-12 15:36:19,85.28,76.4,33.7,12.9
SNS030164,RV00756,2024-05-30 22:05:46,89.18,41.0,35.8,12.4
SNS030165,RV00973,2024-05-09 19:27:55,93.97,30.3,33.2,12.89
SNS030166,RV00000,2024-06-29 16:54:08,85.37,80.3,38.4,13.27
SNS030167,RV00741,2024-10-02 01:52:15,89.93,78.5,37.5,12.3
SNS030168,RV00177,2023-12-17 13:56:03,86.1,78.0,36.8,13.59
SNS030169,RV00640,2024-06-14 06:26:05,90.26,87.8,38.1,11.89
SNS030170,RV00526,2024-05-23 19:48:53,82.61,80.4,35.0,12.46
SNS030171,RV00307,2025-02-16 21:32:27,95.66,87.1,33.4,12.09
SNS030172,RV00240,2024-08-23 11:47:18,84.66,75.4,37.9,13.12
SNS030173,RV00057,2024-07-22 22:44:53,91.71,70.0,35.4,13.77
SNS030174,RV00533,2025-01-28 17:36:06,97.69,77.1,32.5,13.55
SNS030175,RV00041,2025-02-07 02:33:40,78.45,77.4,34.9,12.3
SNS030176,RV00215,2023-10-29 11:27:20,95.25,34.6,32.2,13.14
SNS030177,RV00317,2023-09-10 02:50:47,88.75,40.7,37.7,12.19
SNS030178,RV00377,2024-07-11 13:16:03,86.99,33.7,36.8,12.89
SNS030179,RV00862,2024-04-26 06:35:35,99.94,80.0,34.8,13.8
SNS030180,RV00763,2024-03-16 07:30:40,93.71,86.2,35.3,12.82
SNS030181,RV00517,2025-03-26 13:15:26,73.04,38.5,37.1,13.0
SNS030182,RV00876,2024-04-14 12:33:50,96.71,63.8,31.5,12.64
SNS030183,RV00792,2024-12-10 06:47:44,99.07,94.1,32.5,11.94
SNS030184,RV00403,2023-07-26 20:59:36,85.33,41.4,37.4,12.47
SNS030185,RV00949,2023-12-03 18:20:28,91.6,97.7,35.0,12.54
SNS030186,RV00020,2025-03-23 11:05:01,80.12,57.6,31.5,13.3
SNS030187,RV00367,2023-11-14 20:44:16,88.38,88.7,36.5,12.8
SNS030188,RV00380,2023-10-27 19:51:14,88.81,49.7,40.1,13.47
SNS030189,RV00687,2023-05-19 17:58:13,84.36,30.7,30.0,13.29
SNS030190,RV00472,2024-03-07 02:52:07,92.7,49.9,34.1,12.17
SNS030191,RV00580,2023-10-15 14:23:58,87.37,56.2,33.1,11.92
SNS030192,RV00940,2023-11-30 03:42:14,92.36,86.7,35.0,12.55
SNS030193,RV00890,2024-02-15 06:53:07,89.72,83.3,32.4,12.08
SNS030194,RV00582,2024-01-14 06:09:06,92.33,63.3,29.3,12.18
SNS030195,RV00341,2024-08-23 11:24:10,95.1,42.6,34.6,12.42
SNS030196,RV00603,2023-05-19 14:44:08,99.49,54.2,38.7,12.25
SNS030197,RV00619,2024-01-25 22:24:41,93.97,81.9,37.8,12.9
SNS030198,RV00729,2025-02-26 13:48:24,87.73,39.2,38.8,13.06
SNS030199,RV00415,2023-08-31 18:59:15,85.33,99.0,32.0,12.47
SNS030200,RV00124,2025-02-27 01:08:15,84.78,30.7,35.8,12.54
SNS030201,RV00559,2023-09-15 11:28:44,87.12,31.3,36.4,12.66
SNS030202,RV00839,2024-10-01 02:11:34,85.18,86.7,35.3,12.49
SNS030203,RV00894,2023-11-02 07:00:56,86.13,88.4,31.9,11.89
SNS030204,RV00230,2023-12-16 15:32:51,87.07,72.1,30.6,12.33
SNS030205,RV00202,2024-03-06 23:53:39,92.3,32.5,33.7,12.31
SNS030206,RV00327,2025-01-20 06:40:18,86.99,46.8,29.3,13.55
SNS030207,RV00289,2023-06-22 06:37:03,91.27,43.6,39.8,12.26
SNS030208,RV00505,2025-03-31 21:50:33,79.76,93.0,34.9,12.02
SNS030209,RV00991,2024-04-30 06:53:24,89.38,56.6,30.1,12.17
SNS030210,RV00475,2023-12-09 21:18:33,93.51,89.7,41.3,12.15
SNS030211,RV00537,2024-04-14 11:38:51,88.77,74.0,39.4,12.64
SNS030212,RV00862,2023-09-22 09:12:28,88.58,87.1,38.8,11.7
SNS030213,RV00967,2024-01-06 23:08:47,90.89,52.1,31.9,12.9
SNS030214,RV00251,2023-05-19 14:53:37,88.2,69.7,33.8,12.09
SNS030215,RV00471,2024-09-09 16:42:47,91.82,76.6,33.1,12.79
SNS030216,RV00970,2024-10-30 23:40:34,92.87,99.9,37.1,11.84
SNS030217,RV00531,2024-08-04 06:03:10,80.83,84.8,36.6,12.79
SNS030218,RV00595,2023-05-02 11:52:57,87.65,92.6,35.4,13.01
SNS030219,RV00900,2024-07-17 03:00:31,99.02,63.3,32.0,12.78
SNS030220,RV00961,2025-02-11 21:31:19,83.96,39.8,37.2,13.25
SNS030221,RV00784,2023-07-21 05:45:23,79.97,89.0,34.2,12.83
SNS030222,RV00989,2024-01-14 03:13:43,97.27,60.5,36.0,12.28
SNS030223,RV00800,2024-03-07 21:39:22,85.53,84.8,33.1,12.21
SNS030224,RV00747,2024-10-16 10:45:44,88.27,54.5,39.9,12.87
SNS030225,RV00390,2024-06-08 10:03:24,90.03,53.1,33.8,12.53
SNS030226,RV00161,2025-04-07 02:49:43,85.08,77.4,30.2,13.79
SNS030227,RV00407,2024-08-10 16:55:34,92.11,70.7,38.6,12.53
SNS030228,RV00265,2024-02-24 10:33:08,94.34,73.6,36.9,12.74
SNS030229,RV00122,2024-07-15 06:01:12,108.27,73.5,35.7,11.99
SNS030230,RV00019,2024-01-15 16:22:51,94.95,87.9,37.8,12.04
SNS030231,RV00687,2024-09-04 21:19:39,89.1,54.0,33.9,13.16
SNS030232,RV00041,2024-05-12 23:50:21,89.28,90.0,35.3,13.01
SNS030233,RV00711,2025-02-11 07:34:02,90.59,35.6,35.9,11.85
SNS030234,RV00107,2023-05-23 21:10:21,76.38,59.2,33.4,13.21
SNS030235,RV00643,2023-05-01 22:53:47,89.98,93.2,36.0,12.38
SNS030236,RV00645,2024-06-25 11:22:09,82.64,31.8,35.5,11.95
SNS030237,RV00924,2023-06-06 12:09:25,94.35,94.9,37.9,13.22
SNS030238,RV00275,2023-05-19 05:38:18,87.53,38.2,33.0,12.49
SNS030239,RV00266,2024-03-29 04:08:37,82.55,71.9,32.9,13.18
SNS030240,RV00878,2024-07-20 07:32:36,82.96,89.8,34.3,12.41
SNS030241,RV00617,2023-08-09 21:34:30,87.59,47.5,32.5,12.01
SNS030242,RV00058,2024-07-12 12:36:16,90.89,31.2,40.8,13.15
SNS030243,RV00342,2023-11-17 01:24:56,81.2,68.3,34.5,13.3
SNS030244,RV00517,2024-02-03 21:25:13,93.8,57.5,35.5,12.76
SNS030245,RV00621,2023-05-11 13:12:56,81.87,53.2,30.1,11.89
SNS030246,RV00412,2025-01-15 17:02:06,89.52,65.2,35.5,12.85
SNS030247,RV00964,2024-07-01 22:09:22,91.35,78.8,31.3,12.9
SNS030248,RV00720,2025-04-19 02:48:28,88.68,34.7,33.8,12.97
SNS030249,RV00398,2025-03-18 09:37:09,90.07,79.8,35.7,12.7
SNS030250,RV00120,2024-02-11 22:23:32,93.05,82.3,36.6,12.64
SNS030251,RV00922,2024-08-16 22:00:42,96.48,32.3,31.9,12.95
SNS030252,RV00836,2023-10-11 03:56:59,84.42,32.8,37.8,11.41
SNS030253,RV00799,2023-10-20 13:56:38,91.56,83.7,30.5,12.44
SNS030254,RV00575,2024-04-15 04:21:34,83.35,90.2,30.0,12.5
SNS030255,RV00080,2024-01-16 15:41:50,99.1,82.4,31.5,11.94
SNS030256,RV00701,2024-10-20 13:58:46,86.58,72.4,34.9,11.58
SNS030257,RV00964,2024-08-15 07:32:37,99.53,65.2,33.8,12.18
SNS030258,RV00146,2023-08-16 00:03:21,86.46,60.6,38.4,12.3
SNS030259,RV00986,2023-11-25 04:42:20,86.39,46.8,27.9,12.24
SNS030260,RV00311,2023-11-18 00:49:02,87.47,75.9,37.3,12.91
SNS030261,RV00872,2023-05-20 23:24:11,83.37,46.8,31.1,12.58
SNS030262,RV00361,2024-02-29 06:50:33,90.11,61.4,35.2,12.52
SNS030263,RV00227,2024-12-26 14:51:57,91.74,73.5,32.2,13.41
SNS030264,RV00765,2024-02-23 03:24:25,90.84,44.7,40.7,12.54
SNS030265,RV00632,2024-02-23 20:18:12,83.78,87.0,35.4,12.95
SNS030266,RV00335,2024-05-02 15:37:34,85.63,36.3,34.5,13.15
SNS030267,RV00495,2025-01-18 22:45:05,95.1,69.4,34.5,12.16
SNS030268,RV00799,2023-12-28 07:17:57,89.31,94.0,32.7,13.33
SNS030269,RV00524,2025-01-14 12:42:28,87.41,73.5,28.2,12.72
SNS030270,RV00740,2024-03-30 22:23:48,86.54,43.6,36.2,12.49
SNS030271,RV00308,2023-10-28 15:37:36,93.38,87.8,35.4,12.56
SNS030272,RV00506,2023-10-06 04:59:41,90.17,43.9,33.4,12.97
SNS030273,RV00861,2025-04-18 04:25:24,89.03,64.8,38.2,12.63
SNS030274,RV00727,2023-12-18 21:30:19,86.49,77.3,30.2,11.46
SNS030275,RV00957,2024-02-29 07:54:03,95.48,76.5,38.3,11.21
SNS030276,RV00351,2023-10-01 15:31:01,85.46,92.4,33.8,12.71
SNS030277,RV00994,2025-02-24 11:58:16,93.04,73.5,32.4,12.68
SNS030278,RV00984,2023-10-30 04:31:19,99.53,87.5,35.9,12.84
SNS030279,RV00012,2024-09-14 23:14:39,90.05,64.9,32.8,12.62
SNS030280,RV00693,2023-10-13 10:54:42,93.91,72.7,30.8,11.65
SNS030281,RV00795,2025-01-19 03:47:21,88.11,45.2,32.8,12.09
SNS030282,RV00407,2023-06-30 19:22:31,92.82,78.3,32.8,13.26
SNS030283,RV00584,2023-11-20 15:43:45,88.23,85.8,38.9,12.61
SNS030284,RV00847,2024-04-20 16:13:09,88.33,43.9,37.6,12.78
SNS030285,RV00586,2025-03-19 19:03:12,89.32,82.7,34.6,11.89
SNS030286,RV00173,2024-05-18 05:46:55,97.02,95.3,39.5,13.32
SNS030287,RV00294,2024-02-17 09:34:25,90.2,93.6,32.4,12.63
SNS030288,RV00099,2024-09-28 20:00:03,92.63,89.3,28.7,12.43
SNS030289,RV00722,2024-01-01 21:49:57,87.29,48.3,32.4,13.2
SNS030290,RV00204,2024-07-13 15:23:26,87.27,31.7,33.0,13.07
SNS030291,RV00583,2024-12-20 18:48:43,93.51,59.7,32.9,12.44
SNS030292,RV00409,2024-06-14 17:14:02,86.93,83.2,34.4,11.75
SNS030293,RV00663,2023-12-10 15:47:59,88.23,68.3,34.3,13.67
SNS030294,RV00823,2025-02-14 23:01:10,89.7,73.7,38.1,12.63
SNS030295,RV00488,2023-06-09 21:29:28,94.15,63.1,33.1,12.03
SNS030296,RV00635,2024-07-15 18:04:03,84.27,83.1,32.3,12.97
SNS030297,RV00476,2024-11-02 10:04:39,91.45,56.1,35.7,12.78
SNS030298,RV00081,2025-03-14 20:10:42,83.29,53.9,36.4,12.4
SNS030299,RV00465,2023-10-06 02:27:31,80.09,47.6,37.0,12.87
SNS030300,RV00029,2024-12-21 15:40:29,91.62,43.4,38.9,12.83
SNS030301,RV00992,2023-09-05 05:47:14,90.92,64.5,34.3,12.84
SNS030302,RV00961,2025-02-04 10:23:37,92.76,44.0,35.0,13.02
SNS030303,RV00567,2023-08-20 12:01:52,96.7,31.1,34.2,12.76
SNS030304,RV00277,2023-06-26 03:29:00,98.33,64.0,38.9,12.64
SNS030305,RV00915,2023-06-19 02:39:19,86.38,49.2,36.4,12.05
SNS030306,RV00405,2024-01-23 16:53:34,89.59,85.9,29.5,13.61
SNS030307,RV00392,2024-06-02 22:00:13,88.49,93.8,32.1,12.91
SNS030308,RV00884,2024-11-09 22:59:56,79.06,63.8,30.9,12.5
SNS030309,RV00424,2023-07-28 04:31:27,91.11,79.8,39.7,12.21
SNS030310,RV00387,2023-10-28 10:35:23,90.88,82.8,36.9,11.59
SNS030311,RV00826,2024-01-16 04:38:51,85.82,32.1,34.9,13.31
SNS030312,RV00530,2024-05-14 04:58:52,93.16,41.1,36.0,12.81
SNS030313,RV00720,2023-06-30 05:19:09,92.89,67.9,31.7,13.07
SNS030314,RV00078,2023-06-10 18:27:57,86.22,67.0,38.4,12.96
SNS030315,RV00219,2023-04-24 18:12:51,86.76,77.5,37.0,13.19
SNS030316,RV00713,2024-05-19 03:10:20,94.64,79.3,30.4,12.9
SNS030317,RV00005,2024-08-26 10:42:14,92.57,46.7,30.8,12.87
SNS030318,RV00711,2023-07-22 22:10:44,84.84,56.9,36.4,12.53
SNS030319,RV00637,2023-07-11 17:10:16,91.86,38.3,38.5,12.05
SNS030320,RV00924,2024-05-15 16:30:36,81.11,39.5,36.2,12.22
SNS030321,RV00125,2024-09-20 22:53:40,92.16,33.3,35.0,13.28
SNS030322,RV00545,2024-06-26 00:52:46,90.3,54.2,34.0,12.99
SNS030323,RV00259,2025-02-22 05:58:19,86.43,30.8,33.0,12.8
SNS030324,RV00657,2025-01-22 02:52:00,85.86,49.0,34.4,12.62
SNS030325,RV00409,2025-03-31 12:46:46,91.13,75.1,35.9,12.96
SNS030326,RV00534,2024-05-24 08:58:33,84.3,56.7,37.7,12.74
SNS030327,RV00464,2024-09-18 07:51:27,90.94,95.2,37.8,12.95
SNS030328,RV00248,2023-04-28 02:44:27,88.32,90.9,35.5,13.2
SNS030329,RV00785,2024-02-05 14:19:10,77.54,32.9,31.1,12.71
SNS030330,RV00424,2023-09-07 03:15:33,90.62,30.9,38.5,13.22
SNS030331,RV00620,2024-12-23 07:22:52,87.45,55.2,32.2,12.95
SNS030332,RV00537,2024-07-14 13:58:38,88.79,57.8,34.7,12.76
SNS030333,RV00730,2023-04-23 17:35:56,86.19,54.7,34.9,12.59
SNS030334,RV00006,2023-08-05 14:35:20,82.58,96.0,33.4,12.17
SNS030335,RV00782,2023-05-04 13:44:27,81.04,55.4,37.2,13.03
SNS030336,RV00964,2024-01-04 07:42:28,93.3,38.1,34.3,12.62
SNS030337,RV00538,2024-04-21 10:21:27,91.14,86.4,35.6,12.11
SNS030338,RV00585,2024-05-26 12:42:16,97.81,65.5,37.5,13.45
SNS030339,RV00199,2025-02-18 08:52:54,81.24,62.7,36.4,12.58
SNS030340,RV00519,2023-12-29 01:38:21,84.17,64.8,28.0,12.64
SNS030341,RV00345,2023-11-14 15:08:56,86.5,41.4,33.3,12.54
SNS030342,RV00249,2023-08-18 16:53:21,88.84,60.7,36.5,12.79
SNS030343,RV00988,2023-09-28 05:58:26,92.93,53.6,37.0,12.59
SNS030344,RV00829,2024-02-21 14:23:05,84.11,98.8,43.6,12.8
SNS030345,RV00670,2024-12-16 14:49:39,99.01,33.7,39.3,13.58
SNS030346,RV00768,2024-11-02 19:29:12,91.11,61.9,43.2,12.4
SNS030347,RV00673,2023-07-30 19:21:10,97.41,65.7,34.1,13.46
SNS030348,RV00190,2024-12-19 22:38:35,94.48,31.6,31.0,12.32
SNS030349,RV00732,2024-06-18 10:30:03,89.39,37.5,39.3,12.44
SNS030350,RV00761,2023-08-04 17:10:40,93.65,84.8,37.1,12.93
SNS030351,RV00566,2023-12-31 08:45:55,93.98,30.6,31.8,12.85
SNS030352,RV00921,2023-09-04 00:01:39,95.36,47.9,33.5,13.57
SNS030353,RV00978,2025-01-29 05:10:27,92.24,43.5,37.2,12.07
SNS030354,RV00973,2024-09-13 01:24:39,95.77,30.1,31.4,12.14
SNS030355,RV00771,2024-06-10 13:36:29,87.13,63.3,37.9,12.71
SNS030356,RV00369,2024-10-22 11:44:11,84.82,76.4,34.8,12.53
SNS030357,RV00597,2024-05-15 07:54:35,92.04,77.0,34.7,12.42
SNS030358,RV00142,2023-05-06 05:16:03,89.87,45.9,33.8,12.71
SNS030359,RV00547,2024-05-29 07:23:20,90.88,92.6,37.6,12.23
SNS030360,RV00880,2024-03-23 11:13:08,83.13,88.3,36.8,13.1
SNS030361,RV00928,2024-03-07 06:23:14,88.33,84.1,37.1,13.11
SNS030362,RV00897,2025-04-17 11:50:33,88.24,91.6,35.0,13.2
SNS030363,RV00978,2024-04-23 19:03:12,91.38,48.7,38.8,12.62
SNS030364,RV00544,2023-12-01 02:47:50,91.77,78.1,40.8,11.58
SNS030365,RV00301,2023-09-08 10:33:13,94.28,82.8,32.1,11.32
SNS030366,RV00893,2025-04-14 12:11:49,93.57,31.6,34.6,12.63
SNS030367,RV00014,2024-12-02 03:37:48,86.16,99.0,35.7,13.5
SNS030368,RV00417,2024-06-22 19:26:39,96.62,87.8,38.6,12.59
SNS030369,RV00268,2023-04-24 19:35:02,88.76,70.5,39.9,12.9
SNS030370,RV00910,2024-01-08 05:46:02,90.77,98.3,29.7,12.67
SNS030371,RV00915,2023-06-08 17:24:14,91.13,72.9,35.7,13.31
SNS030372,RV00690,2025-03-30 07:52:38,84.23,79.0,33.3,12.23
SNS030373,RV00836,2023-12-06 04:02:25,89.42,41.6,28.9,12.59
SNS030374,RV00940,2024-01-02 01:43:40,88.43,92.4,31.2,13.05
SNS030375,RV00313,2024-11-09 08:50:21,96.36,75.5,32.0,11.72
SNS030376,RV00106,2024-05-25 02:26:37,94.39,32.2,35.9,12.55
SNS030377,RV00080,2024-12-29 23:58:00,90.25,87.4,34.0,11.65
SNS030378,RV00004,2023-05-24 04:46:39,88.4,75.0,38.0,13.29
SNS030379,RV00433,2023-05-01 19:07:29,82.83,32.0,30.7,11.93
SNS030380,RV00295,2025-01-04 04:17:30,86.48,94.1,37.1,11.69
SNS030381,RV00718,2025-02-12 12:05:13,85.74,60.5,36.9,12.78
SNS030382,RV00839,2025-01-26 15:11:10,87.63,99.2,39.7,12.98
SNS030383,RV00494,2024-05-01 11:15:40,94.12,51.6,31.3,13.24
SNS030384,RV00809,2023-07-21 15:49:37,87.61,88.6,40.2,12.27
SNS030385,RV00669,2023-10-26 21:37:59,86.22,52.5,35.9,13.16
SNS030386,RV00587,2024-03-06 06:12:10,91.4,49.2,41.3,12.17
SNS030387,RV00621,2024-02-15 07:43:30,93.35,93.8,35.5,12.63
SNS030388,RV00226,2024-02-15 00:51:26,92.88,37.5,31.9,12.63
SNS030389,RV00124,2024-01-11 22:37:18,81.16,59.0,40.2,12.95
SNS030390,RV00618,2025-03-10 14:13:49,85.5,54.1,40.9,11.67
SNS030391,RV00810,2023-07-30 04:03:39,85.69,49.2,32.7,12.28
SNS030392,RV00393,2023-10-01 12:58:05,86.77,87.4,33.4,11.64
SNS030393,RV00610,2023-10-28 22:49:18,95.11,74.6,36.8,11.15
SNS030394,RV00626,2024-04-15 19:04:09,101.17,95.9,34.4,12.58
SNS030395,RV00438,2024-05-04 15:40:15,89.64,31.1,30.7,12.05
SNS030396,RV00574,2023-12-17 09:33:12,90.54,83.4,36.3,12.4
SNS030397,RV00203,2023-06-14 03:59:19,77.82,30.0,32.4,12.5
SNS030398,RV00263,2025-02-20 07:53:54,87.28,66.7,31.8,12.47
SNS030399,RV00863,2024-11-14 08:24:43,101.26,53.0,35.2,12.16
SNS030400,RV00317,2024-04-18 20:38:16,92.71,91.8,38.7,13.1
SNS030401,RV00036,2025-01-26 21:51:12,96.96,60.0,37.1,13.14
SNS030402,RV00194,2025-04-03 15:45:31,93.08,91.3,34.3,13.44
