booking_id,booking_date,customer_id,camper_id,pickup_date,rental_days,dropoff_date,pickup_location,dropoff_location,booking_channel,base_price,total_price,booking_status,addons,season
BK11403,2024-08-01,CUST18594,RV00578,2024-09-20,4,2024-09-24,LOC051,LOC015,App,182,728,Cancelled,GPS,Spring
BK11404,2023-05-22,CUST41523,RV00641,2023-07-10,10,2023-07-20,LOC082,LOC070,App,188,1880,Completed,Bedding,Summer
BK11405,2022-12-04,CUST38250,RV00351,2022-12-12,7,2022-12-19,LOC036,LOC027,App,148,1036,Completed,GPS,Fall
BK11406,2023-05-20,CUST13461,RV00632,2023-06-24,7,2023-07-01,LOC059,LOC052,Partner,84,588,Completed,Child Seat,Fall
BK11407,2023-11-06,CUST16202,RV00315,2023-11-19,7,2023-11-26,LOC049,LOC049,Walk-in,119,833,Completed,Bedding,Spring
BK11408,2022-08-07,CUST21087,RV00137,2022-08-28,14,2022-09-11,LOC024,LOC063,Partner,65,910,Completed,BBQ Kit,Summer
BK11409,2024-06-15,CUST41235,RV00610,2024-08-27,4,2024-08-31,LOC072,LOC053,Partner,117,468,Completed,BBQ Kit,Winter
BK11410,2022-11-01,CUST32255,RV00987,2022-11-25,7,2022-12-02,LOC057,LOC072,Partner,115,805,Completed,Bedding,Winter
BK11411,2022-07-20,CUST44717,RV00501,2022-09-06,5,2022-09-11,LOC086,LOC032,Partner,141,705,Cancelled,BBQ Kit,Winter
BK11412,2023-11-25,CUST11346,RV00122,2023-12-28,3,2023-12-31,LOC023,LOC051,Partner,65,195,Completed,Child Seat,Spring
BK11413,2023-11-14,CUST12093,RV00943,2023-11-15,4,2023-11-19,LOC072,LOC064,App,90,360,Completed,Bike Rack,Winter
BK11414,2022-11-13,CUST24329,RV00362,2023-01-24,5,2023-01-29,LOC083,LOC040,Walk-in,183,915,Completed,GPS,Fall
BK11415,2024-05-13,CUST37772,RV00131,2024-05-16,12,2024-05-28,LOC046,LOC055,Partner,81,972,Completed,BBQ Kit,Fall
BK11416,2025-02-25,CUST40306,RV00484,2025-03-11,14,2025-03-25,LOC063,LOC020,Partner,177,2478,Completed,BBQ Kit,Winter
BK11417,2023-03-10,CUST34291,RV00488,2023-03-24,14,2023-04-07,LOC074,LOC074,Partner,181,2534,Completed,Child Seat,Winter
BK11418,2022-11-22,CUST05723,RV00970,2023-01-10,2,2023-01-12,LOC055,LOC045,App,78,156,Completed,Bedding,Summer
BK11419,2024-02-18,CUST38407,RV00405,2024-03-22,14,2024-04-05,LOC020,LOC037,Walk-in,71,994,Completed,Bike Rack,Spring
BK11420,2023-04-04,CUST33268,RV00176,2023-04-08,8,2023-04-16,LOC091,LOC053,Walk-in,57,456,Completed,None,Spring
BK11421,2024-05-08,CUST35285,RV00414,2024-06-15,13,2024-06-28,LOC005,LOC055,Walk-in,126,1638,Completed,None,Winter
BK11422,2024-11-11,CUST15615,RV00297,2024-12-06,6,2024-12-12,LOC084,LOC088,App,177,1062,Completed,Child Seat,Winter
BK11423,2022-09-18,CUST20571,RV00878,2022-11-04,13,2022-11-17,LOC047,LOC004,App,180,2340,Completed,Child Seat,Winter
BK11424,2024-12-08,CUST25487,RV00571,2024-12-21,12,2025-01-02,LOC066,LOC055,Walk-in,154,1848,Completed,Child Seat,Fall
BK11425,2022-07-17,CUST02320,RV00671,2022-08-25,10,2022-09-04,LOC080,LOC004,App,101,1010,Completed,Bedding,Summer
BK11426,2023-03-21,CUST06183,RV00997,2023-04-15,7,2023-04-22,LOC055,LOC010,Partner,70,490,Completed,GPS,Fall
BK11427,2022-04-06,CUST36144,RV00417,2022-06-18,9,2022-06-27,LOC059,LOC066,Online,59,531,Completed,GPS,Spring
BK11428,2024-09-29,CUST00487,RV00586,2024-11-11,10,2024-11-21,LOC031,LOC007,Partner,50,500,Completed,Child Seat,Fall
BK11429,2022-07-02,CUST06717,RV00144,2022-08-09,7,2022-08-16,LOC081,LOC040,Walk-in,160,1120,Completed,Bedding,Spring
BK11430,2023-09-30,CUST06930,RV00484,2023-11-04,14,2023-11-18,LOC022,LOC026,Walk-in,170,2380,Completed,GPS,Fall
BK11431,2024-03-05,CUST04656,RV00827,2024-04-29,8,2024-05-07,LOC016,LOC054,Partner,104,832,Completed,BBQ Kit,Spring
BK11432,2023-03-03,CUST31093,RV00147,2023-04-22,7,2023-04-29,LOC011,LOC056,Online,178,1246,Completed,Bedding,Summer
BK11433,2022-02-13,CUST22609,RV00063,2022-05-02,7,2022-05-09,LOC011,LOC006,Partner,128,896,Completed,GPS,Spring
BK11434,2023-11-17,CUST26404,RV00559,2023-12-21,3,2023-12-24,LOC054,LOC032,App,85,255,Completed,None,Winter
BK11435,2025-01-30,CUST43356,RV00354,2025-02-24,6,2025-03-02,LOC049,LOC060,App,146,876,Completed,Bike Rack,Fall
BK11436,2024-09-28,CUST25614,RV00747,2024-11-09,7,2024-11-16,LOC001,LOC014,App,129,903,Completed,Child Seat,Winter
BK11437,2024-09-28,CUST01926,RV00703,2024-11-18,11,2024-11-29,LOC092,LOC096,Online,178,1958,Completed,GPS,Spring
BK11438,2023-04-05,CUST25714,RV00268,2023-05-12,6,2023-05-18,LOC046,LOC036,Online,196,1176,Cancelled,None,Spring
BK11439,2023-11-13,CUST40867,RV00408,2024-01-18,5,2024-01-23,LOC062,LOC066,Partner,123,615,Completed,Child Seat,Winter
BK11440,2023-01-28,CUST10991,RV00862,2023-04-23,13,2023-05-06,LOC091,LOC036,Online,89,1157,Completed,Child Seat,Summer
BK11441,2025-01-12,CUST19446,RV00463,2025-02-15,7,2025-02-22,LOC068,LOC010,Partner,149,1043,Completed,GPS,Summer
BK11442,2023-05-29,CUST22436,RV00788,2023-08-20,7,2023-08-27,LOC084,LOC042,App,184,1288,Completed,None,Spring
BK11443,2024-02-17,CUST23109,RV00073,2024-03-26,9,2024-04-04,LOC006,LOC067,Online,135,1215,Completed,BBQ Kit,Spring
BK11444,2024-06-14,CUST09767,RV00224,2024-07-15,9,2024-07-24,LOC077,LOC052,Partner,55,495,Cancelled,Bedding,Fall
BK11445,2022-12-14,CUST33357,RV00489,2023-01-09,11,2023-01-20,LOC021,LOC047,App,130,1430,Completed,BBQ Kit,Spring
BK11446,2022-10-01,CUST47403,RV00294,2022-12-16,2,2022-12-18,LOC031,LOC029,Partner,84,168,Completed,Bedding,Winter
BK11447,2025-02-19,CUST39105,RV00685,2025-03-17,3,2025-03-20,LOC048,LOC037,Online,140,420,Completed,Bedding,Winter
BK11448,2022-08-06,CUST20265,RV00945,2022-10-08,12,2022-10-20,LOC041,LOC073,Partner,108,1296,Cancelled,Bedding,Fall
BK11449,2024-11-03,CUST31276,RV00606,2024-12-21,2,2024-12-23,LOC096,LOC010,Online,64,128,Completed,Bedding,Fall
BK11450,2023-11-14,CUST10669,RV00142,2024-02-01,11,2024-02-12,LOC046,LOC098,App,88,968,Cancelled,GPS,Fall
BK11451,2022-10-30,CUST29552,RV00008,2022-11-09,8,2022-11-17,LOC076,LOC095,Partner,66,528,Completed,BBQ Kit,Summer
BK11452,2025-02-24,CUST45667,RV00843,2025-04-01,9,2025-04-10,LOC050,LOC043,App,130,1170,Cancelled,None,Fall
BK11453,2023-01-22,CUST22582,RV00240,2023-03-03,4,2023-03-07,LOC023,LOC038,App,171,684,Completed,None,Summer
BK11454,2024-07-08,CUST18929,RV00301,2024-08-03,4,2024-08-07,LOC036,LOC001,Online,164,656,Completed,GPS,Summer
BK11455,2024-05-10,CUST36628,RV00848,2024-05-19,8,2024-05-27,LOC032,LOC099,Partner,132,1056,Completed,GPS,Fall
BK11456,2024-01-17,CUST23940,RV00918,2024-03-10,9,2024-03-19,LOC039,LOC005,App,141,1269,Completed,BBQ Kit,Winter
BK11457,2023-02-18,CUST31699,RV00930,2023-05-10,14,2023-05-24,LOC088,LOC096,Walk-in,172,2408,Cancelled,BBQ Kit,Summer
BK11458,2024-02-19,CUST07929,RV00927,2024-04-29,7,2024-05-06,LOC055,LOC034,Partner,83,581,Completed,Bike Rack,Spring
BK11459,2022-01-25,CUST30037,RV00232,2022-04-21,9,2022-04-30,LOC042,LOC041,Online,151,1359,Completed,Child Seat,Winter
BK11460,2022-09-14,CUST09895,RV00770,2022-12-03,3,2022-12-06,LOC072,LOC052,Online,62,186,Completed,Child Seat,Spring
BK11461,2022-05-04,CUST23894,RV00101,2022-07-29,8,2022-08-06,LOC032,LOC047,Online,154,1232,Completed,Bedding,Summer
BK11462,2023-06-21,CUST37369,RV00360,2023-08-13,13,2023-08-26,LOC088,LOC080,Online,66,858,Completed,GPS,Winter
BK11463,2022-09-03,CUST32248,RV00127,2022-10-12,6,2022-10-18,LOC005,LOC029,App,100,600,Completed,Child Seat,Summer
BK11464,2023-08-09,CUST20748,RV00087,2023-10-09,7,2023-10-16,LOC076,LOC093,Partner,144,1008,Completed,Bedding,Summer
BK11465,2024-03-11,CUST22615,RV00139,2024-05-02,8,2024-05-10,LOC096,LOC033,Partner,117,936,Completed,None,Summer
BK11466,2024-07-09,CUST01386,RV00828,2024-09-15,10,2024-09-25,LOC001,LOC025,App,60,600,Completed,Bedding,Winter
BK11467,2023-12-19,CUST45531,RV00364,2024-02-25,8,2024-03-04,LOC099,LOC020,Walk-in,162,1296,Completed,GPS,Spring
BK11468,2023-11-13,CUST18499,RV00920,2024-01-25,13,2024-02-07,LOC096,LOC026,Partner,69,897,Completed,None,Fall
BK11469,2023-11-26,CUST45808,RV00323,2024-02-12,12,2024-02-24,LOC079,LOC094,Online,136,1632,Completed,Bike Rack,Winter
BK11470,2023-01-21,CUST27395,RV00352,2023-03-04,2,2023-03-06,LOC034,LOC056,Partner,142,284,Completed,BBQ Kit,Fall
BK11471,2023-09-14,CUST49831,RV00128,2023-11-20,6,2023-11-26,LOC034,LOC051,Partner,89,534,Completed,BBQ Kit,Winter
BK11472,2023-09-14,CUST05436,RV00100,2023-11-28,12,2023-12-10,LOC008,LOC018,Walk-in,145,1740,Completed,Bike Rack,Summer
BK11473,2023-08-23,CUST28513,RV00800,2023-10-13,12,2023-10-25,LOC047,LOC069,Online,57,684,Completed,GPS,Winter
BK11474,2025-03-08,CUST47955,RV00242,2025-03-11,12,2025-03-23,LOC057,LOC067,Online,168,2016,Completed,None,Summer
BK11475,2022-09-30,CUST38928,RV00182,2022-10-13,5,2022-10-18,LOC079,LOC085,Walk-in,81,405,Completed,Bike Rack,Winter
BK11476,2024-08-30,CUST29055,RV00432,2024-09-12,14,2024-09-26,LOC002,LOC083,Online,63,882,Completed,GPS,Summer
BK11477,2022-09-20,CUST15511,RV00467,2022-11-20,14,2022-12-04,LOC025,LOC039,Partner,153,2142,Cancelled,Bedding,Winter
BK11478,2023-02-07,CUST09711,RV00511,2023-03-03,9,2023-03-12,LOC063,LOC072,App,109,981,Completed,Child Seat,Winter
BK11479,2025-01-05,CUST07902,RV00048,2025-01-25,8,2025-02-02,LOC062,LOC010,App,56,448,Completed,Bedding,Winter
BK11480,2022-10-27,CUST20447,RV00903,2023-01-09,5,2023-01-14,LOC014,LOC057,Walk-in,73,365,Completed,Bike Rack,Spring
BK11481,2024-06-09,CUST10938,RV00189,2024-09-04,14,2024-09-18,LOC025,LOC035,App,189,2646,Completed,Bike Rack,Winter
BK11482,2023-05-27,CUST01598,RV00211,2023-07-21,12,2023-08-02,LOC002,LOC057,Online,122,1464,Completed,GPS,Spring
BK11483,2024-04-12,CUST46556,RV00702,2024-05-17,4,2024-05-21,LOC052,LOC087,Online,156,624,Completed,Bike Rack,Summer
BK11484,2023-05-28,CUST07750,RV00323,2023-08-14,7,2023-08-21,LOC091,LOC085,Online,122,854,Completed,GPS,Summer
BK11485,2022-03-23,CUST05555,RV00366,2022-06-11,9,2022-06-20,LOC081,LOC093,App,92,828,Completed,Child Seat,Spring
BK11486,2024-04-09,CUST49461,RV00926,2024-05-09,4,2024-05-13,LOC072,LOC057,Online,104,416,Cancelled,None,Summer
BK11487,2022-09-05,CUST20366,RV00962,2022-11-27,6,2022-12-03,LOC008,LOC097,Partner,106,636,Completed,None,Summer
BK11488,2024-08-26,CUST17644,RV00813,2024-09-28,11,2024-10-09,LOC045,LOC024,App,144,1584,Completed,Bike Rack,Spring
BK11489,2023-12-15,CUST17093,RV00362,2024-01-25,2,2024-01-27,LOC060,LOC068,Partner,50,100,Cancelled,None,Summer
BK11490,2024-08-15,CUST10037,RV00199,2024-10-20,11,2024-10-31,LOC088,LOC050,Partner,153,1683,Completed,Child Seat,Fall
BK11491,2024-06-27,CUST46335,RV00464,2024-08-15,13,2024-08-28,LOC097,LOC093,Walk-in,99,1287,Completed,GPS,Fall
BK11492,2025-04-03,CUST31952,RV00511,2025-04-11,11,2025-04-22,LOC092,LOC089,Online,106,1166,Completed,Child Seat,Fall
BK11493,2023-11-18,CUST40288,RV00558,2024-02-10,9,2024-02-19,LOC014,LOC045,Walk-in,74,666,Cancelled,Bedding,Fall
BK11494,2022-12-18,CUST13244,RV00101,2022-12-21,8,2022-12-29,LOC073,LOC050,Online,171,1368,Completed,BBQ Kit,Summer
BK11495,2024-12-27,CUST34603,RV00262,2025-03-22,9,2025-03-31,LOC081,LOC022,Walk-in,112,1008,Completed,None,Summer
BK11496,2022-07-16,CUST43520,RV00649,2022-09-19,3,2022-09-22,LOC003,LOC009,Online,76,228,Completed,BBQ Kit,Summer
BK11497,2024-06-30,CUST20030,RV00806,2024-09-23,8,2024-10-01,LOC011,LOC040,Online,116,928,Completed,Child Seat,Summer
BK11498,2025-01-14,CUST19386,RV00582,2025-03-27,5,2025-04-01,LOC023,LOC006,Online,170,850,Completed,Bike Rack,Fall
BK11499,2024-02-03,CUST16514,RV00689,2024-02-05,3,2024-02-08,LOC041,LOC010,Online,118,354,Completed,None,Winter
BK11500,2024-01-02,CUST34444,RV00259,2024-03-29,10,2024-04-08,LOC019,LOC076,Online,55,550,Completed,BBQ Kit,Winter
BK11501,2024-07-14,CUST49290,RV00832,2024-08-24,6,2024-08-30,LOC072,LOC021,Partner,191,1146,Completed,Bedding,Fall
BK11502,2024-01-23,CUST15932,RV00279,2024-03-16,8,2024-03-24,LOC053,LOC054,Walk-in,120,960,Completed,GPS,Winter
BK11503,2024-01-03,CUST00779,RV00660,2024-03-18,5,2024-03-23,LOC072,LOC073,Partner,55,275,Completed,None,Fall
BK11504,2023-01-11,CUST08143,RV00875,2023-01-27,11,2023-02-07,LOC082,LOC098,App,90,990,Completed,None,Summer
BK11505,2024-05-21,CUST22944,RV00421,2024-05-30,12,2024-06-11,LOC086,LOC098,Partner,187,2244,Completed,Child Seat,Winter
BK11506,2024-03-14,CUST49192,RV00773,2024-04-22,12,2024-05-04,LOC044,LOC091,Online,182,2184,Cancelled,Bike Rack,Fall
BK11507,2024-05-13,CUST17155,RV00028,2024-07-16,5,2024-07-21,LOC007,LOC025,Partner,140,700,Completed,Child Seat,Winter
BK11508,2024-12-21,CUST28375,RV00438,2025-01-26,4,2025-01-30,LOC053,LOC007,Walk-in,80,320,Completed,GPS,Spring
BK11509,2023-05-09,CUST32995,RV00833,2023-06-01,2,2023-06-03,LOC020,LOC058,App,158,316,Cancelled,None,Summer
BK11510,2024-04-05,CUST26030,RV00722,2024-05-22,3,2024-05-25,LOC009,LOC076,Walk-in,76,228,Cancelled,None,Fall
BK11511,2023-01-02,CUST47211,RV00756,2023-02-20,10,2023-03-02,LOC064,LOC086,Online,91,910,Completed,None,Fall
BK11512,2022-10-16,CUST45510,RV00421,2022-12-10,2,2022-12-12,LOC040,LOC033,Online,110,220,Completed,Bedding,Winter
BK11513,2022-05-27,CUST13138,RV00174,2022-06-06,6,2022-06-12,LOC043,LOC050,Walk-in,136,816,Completed,Bedding,Winter
BK11514,2022-05-04,CUST02168,RV00395,2022-07-06,3,2022-07-09,LOC067,LOC077,Walk-in,92,276,Completed,Bedding,Fall
BK11515,2022-07-17,CUST25465,RV00400,2022-08-12,5,2022-08-17,LOC027,LOC013,Walk-in,186,930,Completed,Child Seat,Fall
BK11516,2022-05-07,CUST42309,RV00409,2022-06-24,12,2022-07-06,LOC031,LOC018,Online,153,1836,Completed,Bedding,Winter
BK11517,2024-01-24,CUST02979,RV00300,2024-02-23,8,2024-03-02,LOC055,LOC021,App,162,1296,Completed,BBQ Kit,Winter
BK11518,2025-04-15,CUST42553,RV00212,2025-04-17,6,2025-04-23,LOC056,LOC094,App,75,450,Completed,GPS,Fall
BK11519,2024-06-17,CUST27477,RV00409,2024-07-16,2,2024-07-18,LOC046,LOC026,Walk-in,109,218,Completed,None,Fall
BK11520,2024-08-23,CUST27330,RV00020,2024-10-16,4,2024-10-20,LOC001,LOC018,App,59,236,Completed,GPS,Winter
BK11521,2022-11-24,CUST02765,RV00811,2022-12-26,11,2023-01-06,LOC076,LOC069,Partner,73,803,Completed,None,Winter
BK11522,2022-11-30,CUST48132,RV00425,2023-01-07,10,2023-01-17,LOC064,LOC068,App,151,1510,Completed,None,Spring
BK11523,2022-12-18,CUST23569,RV00372,2023-01-08,2,2023-01-10,LOC075,LOC091,App,82,164,Completed,Bedding,Spring
BK11524,2022-09-15,CUST29083,RV00084,2022-10-12,11,2022-10-23,LOC007,LOC047,Online,199,2189,Completed,None,Spring
BK11525,2024-05-03,CUST15133,RV00077,2024-07-30,5,2024-08-04,LOC044,LOC018,Partner,197,985,Completed,Child Seat,Spring
BK11526,2022-08-12,CUST32099,RV00290,2022-09-15,6,2022-09-21,LOC041,LOC098,Walk-in,133,798,Completed,BBQ Kit,Spring
BK11527,2024-08-21,CUST26078,RV00629,2024-09-13,11,2024-09-24,LOC077,LOC089,Walk-in,91,1001,Completed,Bedding,Summer
BK11528,2024-06-11,CUST27766,RV00783,2024-08-28,4,2024-09-01,LOC045,LOC012,Online,109,436,Completed,Bike Rack,Winter
BK11529,2024-03-06,CUST47761,RV00396,2024-04-14,4,2024-04-18,LOC047,LOC032,Online,51,204,Completed,Child Seat,Spring
BK11530,2022-02-22,CUST16792,RV00367,2022-05-02,2,2022-05-04,LOC098,LOC013,Partner,163,326,Completed,Child Seat,Fall
BK11531,2023-09-27,CUST29217,RV00804,2023-12-09,7,2023-12-16,LOC029,LOC041,Online,93,651,Completed,Child Seat,Fall
BK11532,2023-12-04,CUST23796,RV00957,2024-01-18,14,2024-02-01,LOC007,LOC033,Online,66,924,Cancelled,Bike Rack,Fall
BK11533,2024-03-15,CUST12155,RV00838,2024-05-17,13,2024-05-30,LOC097,LOC057,Online,50,650,Completed,Child Seat,Spring
BK11534,2024-04-07,CUST27335,RV00927,2024-04-15,5,2024-04-20,LOC036,LOC035,Walk-in,174,870,Cancelled,BBQ Kit,Fall
BK11535,2025-04-08,CUST39771,RV00697,2025-04-15,9,2025-04-24,LOC037,LOC043,Walk-in,78,702,Completed,BBQ Kit,Spring
BK11536,2024-12-19,CUST29254,RV00886,2025-01-18,7,2025-01-25,LOC076,LOC041,Online,184,1288,Cancelled,BBQ Kit,Spring
BK11537,2023-12-20,CUST33598,RV00769,2024-01-01,4,2024-01-05,LOC002,LOC054,Walk-in,138,552,Completed,GPS,Summer
BK11538,2022-04-19,CUST05729,RV00107,2022-05-09,13,2022-05-22,LOC003,LOC029,Partner,109,1417,Completed,BBQ Kit,Fall
BK11539,2024-02-29,CUST17048,RV00511,2024-05-03,8,2024-05-11,LOC087,LOC072,App,90,720,Completed,Bike Rack,Winter
BK11540,2024-02-28,CUST27893,RV00175,2024-03-28,4,2024-04-01,LOC028,LOC046,Partner,166,664,Completed,None,Winter
BK11541,2022-07-29,CUST45248,RV00181,2022-09-22,14,2022-10-06,LOC022,LOC013,Walk-in,130,1820,Completed,None,Winter
BK11542,2023-06-24,CUST47210,RV00064,2023-07-06,10,2023-07-16,LOC012,LOC025,Online,92,920,Completed,Child Seat,Winter
BK11543,2023-06-06,CUST37434,RV00071,2023-08-29,9,2023-09-07,LOC098,LOC029,Partner,59,531,Completed,None,Winter
BK11544,2023-01-09,CUST38721,RV00556,2023-01-31,4,2023-02-04,LOC082,LOC013,Online,78,312,Completed,None,Fall
BK11545,2023-04-30,CUST22241,RV00034,2023-05-23,14,2023-06-06,LOC097,LOC092,App,108,1512,Completed,Bike Rack,Fall
BK11546,2023-01-19,CUST05822,RV00229,2023-03-08,12,2023-03-20,LOC037,LOC011,Partner,56,672,Completed,None,Summer
BK11547,2023-06-27,CUST44811,RV00733,2023-08-11,3,2023-08-14,LOC019,LOC041,Online,114,342,Completed,None,Summer
BK11548,2022-05-31,CUST34475,RV00032,2022-06-26,4,2022-06-30,LOC036,LOC079,App,120,480,Completed,BBQ Kit,Winter
BK11549,2022-04-12,CUST43317,RV00405,2022-05-10,14,2022-05-24,LOC041,LOC049,Partner,76,1064,Completed,Bike Rack,Fall
BK11550,2023-12-21,CUST28825,RV00858,2024-02-14,5,2024-02-19,LOC088,LOC045,Partner,135,675,Cancelled,GPS,Winter
BK11551,2022-08-14,CUST39733,RV00967,2022-10-26,4,2022-10-30,LOC033,LOC004,Partner,158,632,Completed,None,Summer
BK11552,2024-11-23,CUST34389,RV00685,2025-01-31,10,2025-02-10,LOC089,LOC030,Online,51,510,Completed,Child Seat,Summer
BK11553,2024-07-09,CUST46494,RV00789,2024-07-11,14,2024-07-25,LOC002,LOC056,Online,132,1848,Completed,GPS,Fall
BK11554,2024-07-17,CUST21472,RV00006,2024-08-14,13,2024-08-27,LOC006,LOC045,Online,181,2353,Cancelled,GPS,Spring
BK11555,2022-07-28,CUST22407,RV00189,2022-10-13,14,2022-10-27,LOC001,LOC091,Walk-in,123,1722,Completed,Bike Rack,Spring
BK11556,2023-03-15,CUST18255,RV00170,2023-06-02,12,2023-06-14,LOC021,LOC006,Partner,52,624,Completed,None,Fall
BK11557,2022-03-20,CUST43085,RV00222,2022-05-12,11,2022-05-23,LOC053,LOC085,App,95,1045,Completed,Bike Rack,Fall
BK11558,2023-06-07,CUST25027,RV00249,2023-06-21,3,2023-06-24,LOC082,LOC083,Partner,184,552,Completed,Bedding,Fall
BK11559,2023-02-12,CUST19479,RV00096,2023-03-30,9,2023-04-08,LOC077,LOC021,Online,124,1116,Completed,Child Seat,Fall
BK11560,2022-10-17,CUST19410,RV00879,2023-01-03,8,2023-01-11,LOC013,LOC088,Walk-in,154,1232,Completed,Bike Rack,Summer
BK11561,2022-02-16,CUST21882,RV00437,2022-04-24,2,2022-04-26,LOC019,LOC075,Online,81,162,Cancelled,Bedding,Summer
BK11562,2024-02-08,CUST38005,RV00774,2024-04-22,7,2024-04-29,LOC034,LOC071,Partner,147,1029,Cancelled,Bike Rack,Fall
BK11563,2023-12-23,CUST39192,RV00078,2024-03-02,7,2024-03-09,LOC015,LOC005,App,142,994,Completed,Bedding,Fall
BK11564,2023-06-30,CUST25646,RV00490,2023-07-20,10,2023-07-30,LOC006,LOC018,App,100,1000,Completed,None,Spring
BK11565,2023-08-25,CUST41839,RV00950,2023-09-29,13,2023-10-12,LOC086,LOC014,Walk-in,107,1391,Completed,GPS,Winter
BK11566,2024-05-04,CUST03600,RV00899,2024-06-21,11,2024-07-02,LOC055,LOC089,App,162,1782,Completed,GPS,Summer
BK11567,2024-01-20,CUST10595,RV00115,2024-03-03,12,2024-03-15,LOC067,LOC005,Walk-in,186,2232,Completed,None,Fall
BK11568,2023-07-06,CUST36417,RV00074,2023-07-26,9,2023-08-04,LOC058,LOC002,Walk-in,133,1197,Completed,Bike Rack,Winter
BK11569,2022-05-16,CUST10348,RV00278,2022-07-11,8,2022-07-19,LOC034,LOC091,App,145,1160,Completed,BBQ Kit,Fall
BK11570,2025-02-13,CUST13033,RV00424,2025-02-16,14,2025-03-02,LOC038,LOC075,App,56,784,Completed,Bedding,Winter
BK11571,2024-03-28,CUST49799,RV00326,2024-06-04,8,2024-06-12,LOC095,LOC045,Walk-in,78,624,Completed,Bike Rack,Fall
BK11572,2023-09-08,CUST13053,RV00254,2023-09-19,6,2023-09-25,LOC046,LOC004,Partner,88,528,Completed,None,Winter
BK11573,2022-06-09,CUST06948,RV00046,2022-08-10,3,2022-08-13,LOC060,LOC006,Walk-in,118,354,Completed,None,Fall
BK11574,2025-01-29,CUST11012,RV00056,2025-03-31,11,2025-04-11,LOC023,LOC056,Partner,185,2035,Completed,BBQ Kit,Summer
BK11575,2023-03-23,CUST04269,RV00812,2023-05-20,14,2023-06-03,LOC054,LOC025,Partner,157,2198,Cancelled,BBQ Kit,Spring
BK11576,2025-03-21,CUST46595,RV00475,2025-04-19,13,2025-05-02,LOC001,LOC081,Partner,113,1469,Completed,None,Fall
BK11577,2023-11-07,CUST34618,RV00193,2023-12-15,6,2023-12-21,LOC003,LOC094,Partner,131,786,Completed,Bike Rack,Fall
BK11578,2023-05-04,CUST34095,RV00444,2023-07-27,2,2023-07-29,LOC047,LOC099,Partner,133,266,Completed,Child Seat,Fall
BK11579,2023-07-11,CUST38972,RV00784,2023-10-07,12,2023-10-19,LOC006,LOC037,App,161,1932,Completed,Bedding,Spring
BK11580,2025-01-14,CUST07476,RV00407,2025-04-11,11,2025-04-22,LOC092,LOC053,Walk-in,153,1683,Cancelled,BBQ Kit,Fall
BK11581,2022-12-16,CUST41965,RV00302,2023-01-07,7,2023-01-14,LOC006,LOC027,Walk-in,87,609,Completed,Child Seat,Winter
BK11582,2023-03-07,CUST12431,RV00684,2023-06-01,3,2023-06-04,LOC026,LOC041,Walk-in,176,528,Completed,GPS,Winter
BK11583,2022-06-02,CUST38603,RV00442,2022-07-13,13,2022-07-26,LOC089,LOC003,Online,101,1313,Completed,GPS,Winter
BK11584,2024-05-26,CUST10520,RV00607,2024-08-18,2,2024-08-20,LOC073,LOC019,App,92,184,Cancelled,GPS,Spring
BK11585,2024-03-09,CUST45518,RV00546,2024-05-11,14,2024-05-25,LOC015,LOC086,Walk-in,136,1904,Completed,GPS,Summer
BK11586,2023-04-28,CUST19903,RV00123,2023-06-05,2,2023-06-07,LOC097,LOC041,Partner,127,254,Completed,Bike Rack,Spring
BK11587,2022-09-21,CUST34253,RV00637,2022-11-10,2,2022-11-12,LOC098,LOC069,Walk-in,78,156,Completed,Child Seat,Fall
BK11588,2025-02-26,CUST19131,RV00064,2025-03-05,5,2025-03-10,LOC022,LOC045,Online,162,810,Completed,GPS,Spring
BK11589,2022-06-07,CUST43077,RV00914,2022-07-01,13,2022-07-14,LOC017,LOC085,Walk-in,184,2392,Completed,None,Fall
BK11590,2024-06-26,CUST26723,RV00150,2024-08-11,6,2024-08-17,LOC007,LOC034,Online,126,756,Completed,BBQ Kit,Fall
BK11591,2023-05-30,CUST34114,RV00079,2023-06-24,6,2023-06-30,LOC081,LOC002,App,62,372,Completed,BBQ Kit,Summer
BK11592,2023-03-29,CUST00492,RV00415,2023-06-15,12,2023-06-27,LOC006,LOC051,App,86,1032,Completed,BBQ Kit,Winter
BK11593,2023-12-16,CUST25882,RV00162,2024-01-14,2,2024-01-16,LOC079,LOC089,Online,82,164,Completed,BBQ Kit,Summer
BK11594,2023-06-09,CUST12816,RV00507,2023-08-15,14,2023-08-29,LOC005,LOC013,Walk-in,132,1848,Cancelled,Bedding,Fall
BK11595,2023-01-08,CUST01523,RV00424,2023-03-29,13,2023-04-11,LOC059,LOC004,Walk-in,163,2119,Completed,Child Seat,Fall
BK11596,2023-03-07,CUST15487,RV00849,2023-05-31,12,2023-06-12,LOC069,LOC083,Partner,137,1644,Completed,BBQ Kit,Spring
BK11597,2023-05-05,CUST10991,RV00263,2023-05-27,7,2023-06-03,LOC025,LOC087,App,61,427,Completed,GPS,Summer
BK11598,2023-12-16,CUST12706,RV00980,2024-03-10,4,2024-03-14,LOC019,LOC016,Partner,106,424,Completed,Bedding,Summer
BK11599,2022-02-09,CUST11588,RV00139,2022-05-06,5,2022-05-11,LOC095,LOC098,App,78,390,Completed,Bike Rack,Spring
